mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.8,"39 km NNE of Petersville, Alaska",1643646247428,1643646978193,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0221fjbur4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0221fjbur4&format=geojson,,,,,automatic,0,50,ak,0221fjbur4,",ak0221fjbur4,",",ak,",",origin,",,,0.57,,ml,earthquake,"M 1.8 - 39 km NNE of Petersville, Alaska"
2.03,"14km N of Delta, B.C., MX",1643646245220,1643657914210,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928887,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928887&format=geojson,,,,,reviewed,0,63,ci,39928887,",ci39928887,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",19.0,0.1228,0.28,82.0,ml,earthquake,"M 2.0 - 14km N of Delta, B.C., MX"
0.96,"5km SSW of St. Helena, CA",1643645548210,1643691922918,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686426,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686426&format=geojson,,,,,reviewed,0,14,nc,73686426,",nc73686426,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.0712,0.1,53.0,md,earthquake,"M 1.0 - 5km SSW of St. Helena, CA"
0.21,"7km NW of The Geysers, CA",1643644431620,1643840474973,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686421,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686421&format=geojson,,,,,reviewed,0,1,nc,73686421,",nc73686421,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.001057,0.02,65.0,md,earthquake,"M 0.2 - 7km NW of The Geysers, CA"
3.43,"91 km NNE of Punta Cana, Dominican Republic",1643644215360,1643647035618,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022031005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022031005&format=geojson,,,,,reviewed,0,181,pr,2022031005,",pr2022031005,",",pr,",",origin,phase-data,",12.0,0.8876,0.34,233.0,md,earthquake,"M 3.4 - 91 km NNE of Punta Cana, Dominican Republic"
1.53,"19km E of Little Lake, CA",1643643557740,1643656998000,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928863,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928863&format=geojson,,,,,reviewed,0,36,ci,39928863,",ci39928863,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",25.0,0.05362,0.11,68.0,ml,earthquake,"M 1.5 - 19km E of Little Lake, CA"
1.87,"1 km S of P?hala, Hawaii",1643643435760,1643643623700,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897292,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897292&format=geojson,,,,,automatic,0,54,hv,72897292,",hv72897292,",",hv,",",origin,phase-data,",44.0,,0.100000001,78.0,md,earthquake,"M 1.9 - 1 km S of P?hala, Hawaii"
1.12,"17 km SE of Waynoka, Oklahoma",1643643394119,1643745592935,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022cdzz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022cdzz&format=geojson,,,,,reviewed,0,19,ok,2022cdzz,",ok2022cdzz,",",ok,",",origin,phase-data,",25.0,0.02879434957,0.1,77.0,ml,earthquake,"M 1.1 - 17 km SE of Waynoka, Oklahoma"
0.6,"8 km ENE of Floriston, California",1643643214721,1643683029581,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832899,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832899&format=geojson,,,,,reviewed,0,6,nn,00832899,",nn00832899,",",nn,",",origin,phase-data,",11.0,0.143,0.1501,65.77,ml,earthquake,"M 0.6 - 8 km ENE of Floriston, California"
4.2,"21 km N of Aniso, Peru",1643642879098,1643643989040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ggp3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ggp3&format=geojson,,,,,reviewed,0,271,us,7000ggp3,",us7000ggp3,",",us,",",origin,phase-data,",,4.69,0.15,266.0,mb,earthquake,"M 4.2 - 21 km N of Aniso, Peru"
0.2,"56 km SSW of Rachel, Nevada",1643642676729,1643661569612,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832879,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832879&format=geojson,,,,,reviewed,0,1,nn,00832879,",nn00832879,",",nn,",",origin,phase-data,",8.0,0.014,0.1212,128.59,ml,earthquake,"M 0.2 - 56 km SSW of Rachel, Nevada"
2.3,"9 km ENE of P?hala, Hawaii",1643642486190,1643667647840,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897282,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897282&format=geojson,,,,,reviewed,0,81,hv,72897282,",hv72897282,",",hv,",",origin,phase-data,",53.0,,0.12,148.0,ml,earthquake,"M 2.3 - 9 km ENE of P?hala, Hawaii"
2.27999997,"2 km SSW of P?hala, Hawaii",1643642348370,1643642539910,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897277,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897277&format=geojson,,,,,automatic,0,80,hv,72897277,",hv72897277,",",hv,",",origin,phase-data,",48.0,,0.119999997,71.0,md,earthquake,"M 2.3 - 2 km SSW of P?hala, Hawaii"
1.4,"73 km W of Salamatof, Alaska",1643642160930,1643761759450,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0221fioovw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0221fioovw&format=geojson,,,,,automatic,0,30,ak,0221fioovw,",av91048508,ak0221fioovw,",",av,ak,",",origin,phase-data,",,,0.48,,ml,earthquake,"M 1.4 - 73 km W of Salamatof, Alaska"
1.43,"5km WSW of Palomar Observatory, CA",1643642053190,1643643981990,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928847,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928847&format=geojson,,,,,reviewed,0,31,ci,39928847,",ci39928847,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.04134,0.19,51.0,ml,earthquake,"M 1.4 - 5km WSW of Palomar Observatory, CA"
0.31,"13km ENE of Mammoth Lakes, CA",1643641626530,1643650390620,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686406&format=geojson,,,,,reviewed,0,1,nc,73686406,",nc73686406,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.02,0.03,142.0,md,earthquake,"M 0.3 - 13km ENE of Mammoth Lakes, CA"
1.69,"9 km SSW of Alex, Oklahoma",1643641045469,1643662844454,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022cdys,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022cdys&format=geojson,3.0,3.1,,,reviewed,0,45,ok,2022cdys,",ok2022cdys,",",ok,",",dyfi,origin,phase-data,",55.0,0.1043795172,0.29,57.0,ml,earthquake,"M 1.7 - 9 km SSW of Alex, Oklahoma"
0.85,"7km NW of The Geysers, CA",1643641021920,1643649252501,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686401,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686401&format=geojson,,,,,automatic,0,11,nc,73686401,",nc73686401,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.00372,0.01,89.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
1.74000001,"9 km E of P?hala, Hawaii",1643640758280,1643640939460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897257,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897257&format=geojson,,,,,automatic,0,47,hv,72897257,",hv72897257,",",hv,",",origin,phase-data,",37.0,,0.109999999,159.0,md,earthquake,"M 1.7 - 9 km E of P?hala, Hawaii"
1.72000003,"8 km ENE of P?hala, Hawaii",1643640446040,1643640634390,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897247,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897247&format=geojson,,,,,automatic,0,46,hv,72897247,",hv72897247,",",hv,",",origin,phase-data,",36.0,,0.140000001,149.0,md,earthquake,"M 1.7 - 8 km ENE of P?hala, Hawaii"
1.18,"8km WNW of Cobb, CA",1643640007640,1643647753365,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686396,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686396&format=geojson,,,,,automatic,0,21,nc,73686396,",nc73686396,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.0113,0.01,70.0,md,earthquake,"M 1.2 - 8km WNW of Cobb, CA"
0.37,"8km WNW of Cobb, CA",1643639980290,1643646252222,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686391&format=geojson,,,,,automatic,0,2,nc,73686391,",nc73686391,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.01111,0.03,74.0,md,earthquake,"M 0.4 - 8km WNW of Cobb, CA"
1.01,"6 km E of Amber, Oklahoma",1643639666949,1643841058237,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022cdxy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022cdxy&format=geojson,,,,,reviewed,0,16,ok,2022cdxy,",ok2022cdxy,",",ok,",",origin,phase-data,",16.0,0.03419329011,0.25,75.0,ml,earthquake,"M 1.0 - 6 km E of Amber, Oklahoma"
0.47,"10km NW of Anza, CA",1643639646960,1643655160303,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928839,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928839&format=geojson,,,,,reviewed,0,3,ci,39928839,",ci39928839,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.04369,0.11,72.0,ml,earthquake,"M 0.5 - 10km NW of Anza, CA"
0.57,"10km NNW of Anza, CA",1643639634500,1643655430804,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37384620,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37384620&format=geojson,,,,,reviewed,0,5,ci,37384620,",ci37384620,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.04584,0.06,95.0,ml,earthquake,"M 0.6 - 10km NNW of Anza, CA"
1.2,"30 km SSE of Mina, Nevada",1643639259519,1643639480968,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832858,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832858&format=geojson,,,,,automatic,0,22,nn,00832858,",nn00832858,",",nn,",",origin,phase-data,",15.0,0.066,0.2179,141.42,ml,earthquake,"M 1.2 - 30 km SSE of Mina, Nevada"
2.02999997,"9 km ESE of P?hala, Hawaii",1643638591370,1643638874229,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897207,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897207&format=geojson,1.0,3.4,,,automatic,0,64,hv,72897207,",hv72897207,",",hv,",",dyfi,origin,phase-data,",50.0,,0.119999997,166.0,md,earthquake,"M 2.0 - 9 km ESE of P?hala, Hawaii"
2.0,"48 km SSW of Skwentna, Alaska",1643638571581,1643638968271,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0221fi3a1a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0221fi3a1a&format=geojson,,,,,automatic,0,62,ak,0221fi3a1a,",ak0221fi3a1a,",",ak,",",origin,",,,0.66,,ml,earthquake,"M 2.0 - 48 km SSW of Skwentna, Alaska"
1.07,"17km ESE of Little Lake, CA",1643638522130,1643654725499,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928831&format=geojson,,,,,reviewed,0,18,ci,39928831,",ci39928831,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.08506,0.08,59.0,ml,earthquake,"M 1.1 - 17km ESE of Little Lake, CA"
4.9,Kermadec Islands region,1643638508002,1643640294040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ggmh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ggmh&format=geojson,,,,,reviewed,0,369,us,7000ggmh,",us7000ggmh,",",us,",",origin,phase-data,",,0.916,0.43,107.0,mb,earthquake,M 4.9 - Kermadec Islands region
1.23,"8 km NE of Union City, Oklahoma",1643638387290,1643841784854,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022cdxg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022cdxg&format=geojson,,,,,reviewed,0,23,ok,2022cdxg,",ok2022cdxg,",",ok,",",origin,phase-data,",16.0,0.06568710995,0.28,99.0,ml,earthquake,"M 1.2 - 8 km NE of Union City, Oklahoma"
1.78,"5km NW of Lake Pillsbury, CA",1643638123280,1643752811298,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686386,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686386&format=geojson,,,,,reviewed,0,49,nc,73686386,",nc73686386,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.1199,0.11,49.0,md,earthquake,"M 1.8 - 5km NW of Lake Pillsbury, CA"
0.94,"7km NW of The Geysers, CA",1643637043550,1643643072925,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686381&format=geojson,,,,,automatic,0,14,nc,73686381,",nc73686381,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.0104,0.03,51.0,md,earthquake,"M 0.9 - 7km NW of The Geysers, CA"
0.9,"31 km SE of Mina, Nevada",1643637021141,1643637268418,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832857,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832857&format=geojson,,,,,automatic,0,12,nn,00832857,",nn00832857,",",nn,",",origin,phase-data,",10.0,0.061,0.0802,160.04,ml,earthquake,"M 0.9 - 31 km SE of Mina, Nevada"
2.14,"11 km ENE of P?hala, Hawaii",1643636908620,1643637238080,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897187,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897187&format=geojson,,,,,automatic,0,70,hv,72897187,",hv72897187,",",hv,",",origin,phase-data,",52.0,,0.129999995,145.0,ml,earthquake,"M 2.1 - 11 km ENE of P?hala, Hawaii"
1.65,"8 km E of P?hala, Hawaii",1643636887910,1643674163221,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897182,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897182&format=geojson,3.0,2.7,,,reviewed,0,43,hv,72897182,",hv72897182,",",hv,",",dyfi,origin,phase-data,",34.0,,0.13,159.0,md,earthquake,"M 1.7 - 8 km E of P?hala, Hawaii"
2.9,"31 km SE of Mina, Nevada",1643636656209,1643843887222,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832854,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832854&format=geojson,1.0,2.0,,,reviewed,0,130,nn,00832854,",nn00832854,us7000ggm7,",",nn,us,",",dyfi,origin,phase-data,",26.0,0.062,0.1511,98.82,ml,earthquake,"M 2.9 - 31 km SE of Mina, Nevada"
1.11,"20km E of Little Lake, CA",1643636630140,1643638490542,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928815,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928815&format=geojson,,,,,reviewed,0,19,ci,39928815,",ci39928815,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.04138,0.07,68.0,ml,earthquake,"M 1.1 - 20km E of Little Lake, CA"
2.17,"42 km NNW of Stanley, Idaho",1643636317430,1643649090390,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80537189,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80537189&format=geojson,,,,,reviewed,0,72,mb,80537189,",mb80537189,",",mb,",",origin,phase-data,",8.0,0.78,0.24,81.0,ml,earthquake,"M 2.2 - 42 km NNW of Stanley, Idaho"
1.3,"35 km SE of Mina, Nevada",1643636232144,1643636450435,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832851&format=geojson,,,,,automatic,0,26,nn,00832851,",nn00832851,",",nn,",",origin,phase-data,",15.0,0.134,0.2004,142.64,ml,earthquake,"M 1.3 - 35 km SE of Mina, Nevada"
1.55,"6 km NW of Medford, Oklahoma",1643635281620,1643651301633,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022cdvn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022cdvn&format=geojson,0.0,1.0,,,reviewed,0,37,ok,2022cdvn,",ok2022cdvn,",",ok,",",dyfi,origin,phase-data,",72.0,0.05218975859,0.25,89.0,ml,earthquake,"M 1.6 - 6 km NW of Medford, Oklahoma"
3.0,south of Alaska,1643635128154,1643642500040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0221fhikuy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0221fhikuy&format=geojson,,,,,reviewed,0,138,ak,0221fhikuy,",us7000ggm2,ak0221fhikuy,",",us,ak,",",origin,phase-data,",,,0.55,,ml,earthquake,M 3.0 - south of Alaska
4.6,Kermadec Islands region,1643635002579,1643637908040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ggm1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ggm1&format=geojson,,,,,reviewed,0,326,us,7000ggm1,",us7000ggm1,",",us,",",origin,phase-data,",,0.995,0.83,137.0,mb,earthquake,M 4.6 - Kermadec Islands region
1.64,"8 km SW of Yukon, Oklahoma",1643634730019,1643744149909,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022cdvf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022cdvf&format=geojson,,,,,reviewed,0,41,ok,2022cdvf,",ok2022cdvf,",",ok,",",origin,phase-data,",47.0,0.08548322528,0.32,41.0,ml,earthquake,"M 1.6 - 8 km SW of Yukon, Oklahoma"
1.84000003,"2 km WSW of P?hala, Hawaii",1643634672270,1643634875790,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897142&format=geojson,,,,,automatic,0,52,hv,72897142,",hv72897142,",",hv,",",origin,phase-data,",41.0,,0.119999997,90.0,md,earthquake,"M 1.8 - 2 km WSW of P?hala, Hawaii"
0.9,"16 km N of Four Mile Road, Alaska",1643634250657,1643642457929,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0221fhf9tz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0221fhf9tz&format=geojson,,,,,reviewed,0,12,ak,0221fhf9tz,",ak0221fhf9tz,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 0.9 - 16 km N of Four Mile Road, Alaska"
0.64,"10km SW of Corona, CA",1643633902560,1643654289675,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928791&format=geojson,,,,,reviewed,0,6,ci,39928791,",ci39928791,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.04461,0.13,108.0,ml,earthquake,"M 0.6 - 10km SW of Corona, CA"
3.29,"18 km S of Emajagua, Puerto Rico",1643633781690,1643666820498,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022031004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022031004&format=geojson,2.0,2.7,,,reviewed,0,167,pr,2022031004,",pr2022031004,",",pr,",",dyfi,origin,phase-data,",10.0,0.2339,0.11,226.0,md,earthquake,"M 3.3 - 18 km S of Emajagua, Puerto Rico"
-0.03,"11km NE of Coso Junction, CA",1643633478580,1643671615724,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928783,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928783&format=geojson,,,,,reviewed,0,0,ci,39928783,",ci39928783,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01896,0.05,110.0,ml,earthquake,"M 0.0 - 11km NE of Coso Junction, CA"
1.97000003,"5 km SSW of P?hala, Hawaii",1643633374650,1643633562640,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897127,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897127&format=geojson,,,,,automatic,0,60,hv,72897127,",hv72897127,",",hv,",",origin,phase-data,",42.0,,0.150000006,123.0,md,earthquake,"M 2.0 - 5 km SSW of P?hala, Hawaii"
1.29,"11km NE of Coso Junction, CA",1643633373690,1643638531428,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928775,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928775&format=geojson,,,,,reviewed,0,26,ci,39928775,",ci39928775,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.02099,0.1,50.0,ml,earthquake,"M 1.3 - 11km NE of Coso Junction, CA"
2.57,"3 km E of Quinton, Oklahoma",1643633022780,1643675152156,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022cduh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022cduh&format=geojson,163.0,4.3,,,automatic,0,172,ok,2022cduh,",ok2022cduh,",",ok,",",dyfi,origin,phase-data,",31.0,0.1365645081,0.5726246853,150.1625748,ml,earthquake,"M 2.6 - 3 km E of Quinton, Oklahoma"
0.34,"5km NW of The Geysers, CA",1643632956400,1643633963029,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686371,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686371&format=geojson,,,,,automatic,0,2,nc,73686371,",nc73686371,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.007828,0.04,126.0,md,earthquake,"M 0.3 - 5km NW of The Geysers, CA"
5.2,Owen Fracture Zone region,1643632938567,1643633954040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gglq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gglq&format=geojson,,,,,reviewed,0,416,us,7000gglq,",us7000gglq,",",us,",",origin,phase-data,",,10.447,0.67,65.0,mb,earthquake,M 5.2 - Owen Fracture Zone region
0.73,"22km ESE of Anza, CA",1643632918290,1643638558848,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928767,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928767&format=geojson,,,,,reviewed,0,8,ci,39928767,",ci39928767,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.03539,0.16,73.0,ml,earthquake,"M 0.7 - 22km ESE of Anza, CA"
5.2,Owen Fracture Zone region,1643632695937,1643648270040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gglp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gglp&format=geojson,,,,,reviewed,0,416,us,7000gglp,",us7000gglp,",",us,",",moment-tensor,origin,phase-data,",,10.466,0.89,111.0,mb,earthquake,M 5.2 - Owen Fracture Zone region
0.86,"4km W of Cobb, CA",1643632288510,1643633294952,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73686366,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73686366&format=geojson,,,,,automatic,0,11,nc,73686366,",nc73686366,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.009454,0.03,105.0,md,earthquake,"M 0.9 - 4km W of Cobb, CA"
0.98,"24km ESE of Anza, CA",1643631758300,1643638562343,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928751&format=geojson,,,,,reviewed,0,15,ci,39928751,",ci39928751,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.05531,0.22,69.0,ml,earthquake,"M 1.0 - 24km ESE of Anza, CA"
0.86,"24km SSW of La Quinta, CA",1643631735260,1643638635470,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928743,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928743&format=geojson,,,,,reviewed,0,11,ci,39928743,",ci39928743,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.049,0.17,81.0,ml,earthquake,"M 0.9 - 24km SSW of La Quinta, CA"
1.79,"24km ESE of Anza, CA",1643631617900,1643660225250,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39928735,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39928735&format=geojson,,,,,reviewed,0,49,ci,39928735,",ci39928735,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",85.0,0.05555,0.17,24.0,ml,earthquake,"M 1.8 - 24km ESE of Anza, CA"
1.1,"33 km W of Ester, Alaska",1643631328457,1643631494153,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0221fgw8i5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0221fgw8i5&format=geojson,,,,,automatic,0,19,ak,0221fgw8i5,",ak0221fgw8i5,",",ak,",",origin,",,,0.68,,ml,earthquake,"M 1.1 - 33 km W of Ester, Alaska"
2.24,"8 km ENE of P?hala, Hawaii",1643631307760,1643631638590,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897087,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897087&format=geojson,,,,,automatic,0,77,hv,72897087,",hv72897087,",",hv,",",origin,phase-data,",44.0,,0.159999996,147.0,ml,earthquake,"M 2.2 - 8 km ENE of P?hala, Hawaii"
5.9,Kermadec Islands region,1643631275835,1643717871587,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gglh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gglh&format=geojson,,,3.522,green,reviewed,0,536,us,7000gglh,",usauto7000gglh,pt22031001,us7000gglh,",",usauto,pt,us,",",internal-moment-tensor,internal-origin,losspager,origin,phase-data,shakemap,",,12.642,0.51,47.0,mww,earthquake,M 5.9 - Kermadec Islands region
1.88,"11 km ENE of P?hala, Hawaii",1643631258320,1643631453250,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897082,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897082&format=geojson,,,,,automatic,0,54,hv,72897082,",hv72897082,",",hv,",",origin,phase-data,",43.0,,0.140000001,141.0,md,earthquake,"M 1.9 - 11 km ENE of P?hala, Hawaii"
1.84000003,"8 km E of P?hala, Hawaii",1643630681940,1643630877180,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897057,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897057&format=geojson,,,,,automatic,0,52,hv,72897057,",hv72897057,",",hv,",",origin,phase-data,",32.0,,0.140000001,159.0,md,earthquake,"M 1.8 - 8 km E of P?hala, Hawaii"
2.4000001,"8 km ENE of P?hala, Hawaii",1643630560540,1643631099410,,https://earthquake.usgs.gov/earthquakes/eventpage/hv72897052,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72897052&format=geojson,0.0,1.0,,,automatic,0,89,hv,72897052,",hv72897052,",",hv,",",dyfi,origin,phase-data,",45.0,,0.109999999,155.0,md,earthquake,"M 2.4 - 8 km ENE of P?hala, Hawaii"
